round,alive_nodes,round_energy
269,100,0.02521311152275094
270,100,0.025447002221376153
271,100,0.02548757227854142
272,100,0.025114797000646855
273,100,0.025664019631515614
274,100,0.025211313738901554
275,100,0.02497167759622966
276,100,0.02528796224892113
277,100,0.025143576744132902
278,100,0.025109070365693553
279,100,0.025603219039907893
280,100,0.025501469218295846
281,100,0.025325452104363634
282,100,0.025283306401443325
283,100,0.024433966751035045
284,100,0.025622327605381044
285,100,0.02569681700460544
286,100,0.02516049817061993
287,100,0.02549197195464088
288,100,0.025754402276909758
289,100,0.02529541821773435
290,100,0.025364950415711542
291,100,0.025361523211056662
292,100,0.025669521055591938
293,100,0.025286478774736953
294,100,0.02434092253869126
295,100,0.02576504977061628
296,100,0.02571681012140077
297,100,0.02578479877313733
298,100,0.02563673470412714
299,100,0.02533897695712556
300,100,0.02527954337778716
301,100,0.024822620627570936
302,100,0.025610228322032882
303,100,0.025137908891191073
304,100,0.025685559457510235
305,100,0.025159068062217314
306,100,0.02543384831756562
307,100,0.024973106611183987
308,100,0.02545907609122609
309,100,0.025554960377318647
310,100,0.02574397587223486
311,100,0.025610369630223815
312,100,0.025340696826717374
313,100,0.0254094821567071
314,100,0.02547308374088191
315,100,0.025112156009411867
316,100,0.02549183214189613
317,100,0.025413108980417792
318,100,0.025430133300736353
319,100,0.025259421086638707
320,100,0.025491426887924436
321,100,0.02531970179427181
322,100,0.0250146036158743
323,100,0.025228337763295028
324,100,0.024965840244958928
325,100,0.025101554588426903
326,100,0.02570446690040364
327,100,0.025699321525494825
328,100,0.025086623970201685
329,100,0.0248912725419879
330,100,0.025547401126630336
331,100,0.025823344368184387
332,100,0.02494663432081318
333,100,0.024889993451924285
334,100,0.025507298014717364
335,100,0.025308829046811303
336,100,0.025482892561152663
337,100,0.02520949408808561
338,100,0.025427584617061308
339,100,0.02550194103465434
340,100,0.025340372981550636
341,100,0.025366480854081806
342,100,0.025155533573844778
343,100,0.025355307370549487
344,100,0.02492341801914068
345,100,0.024833581789919883
346,100,0.024903585110122927
347,100,0.025390618679307937
348,100,0.025356842819120724
349,100,0.024933471509853193
350,100,0.025649926029843676
351,100,0.025167261504969386
352,100,0.02489513310541524
353,100,0.02537129188022688
354,100,0.025134724861485908
355,100,0.025300765303277704
356,100,0.025433014528013657
357,100,0.025102837156494567
358,100,0.02544251685405437
